Year,Avg. Pace,Player,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?,Selected?,Rank,Team,Position,Salary,Inflation,row_max
2013,93.9,Tony Parker,SAS,1,37,41,28,17.9,2.5,6.3,0.5,0.1,2.5,57.0,0.4,0.003,26.1,13.2,5,1,1,39,San Antonio Spurs, G,12500000,13473892,13473892
2013,93.9,Paul Millsap,ATL,3,39,40,21,17.5,8.3,2.9,1.6,1.1,2.4,55.1,1.0,0.003,24.2,13.1,0,0,1,68,Utah Jazz, PF,8603633,9273953,9273953
2013,93.9,Joe Johnson,BKN,7,39,40,18,16.3,3.4,2.9,0.5,0.2,1.2,55.7,2.1,0.002,21.6,10.8,6,0,1,4,Brooklyn Nets, G,19752645,21291600,21291600
2013,93.9,Chris Bosh,MIA,2,41,42,29,16.3,6.7,1.1,0.9,1.0,1.5,60.1,0.7,0.003,22.9,12.8,8,1,1,7,Miami Heat, PF,19067500,20553075,20553075
2013,93.9,Kobe Bryant,LAL,13,6,42,2,13.8,4.3,6.3,1.2,0.2,5.7,50.5,0.5,0.001,29.0,9.7,15,1,1,1,Los Angeles Lakers, SF,30453805,32826502,32826502
2013,93.9,Roy Hibbert,IND,1,40,40,33,12.2,7.9,1.4,0.5,2.6,1.9,52.9,0.1,0.005,20.4,10.9,1,0,1,28,Indiana Pacers, C,13668750,14733701,14733701
2013,93.9,Joakim Noah,CHI,4,39,40,20,11.8,11.2,3.8,1.2,1.3,2.1,52.5,0.0,0.003,17.9,14.6,1,1,1,46,Chicago Bulls, C,11100000,11964816,11964816
2014,93.9,James Harden,HOU,5,43,43,29,27.2,5.5,6.7,1.9,0.9,4.0,61.1,2.7,0.003,31.0,19.2,2,1,1,32,Houston Rockets, SG,13701250,14532980,14532980
2014,93.9,LeBron James,CLE,5,34,43,22,26.0,5.5,7.4,1.4,0.7,4.1,58.7,1.7,0.002,31.0,16.7,10,1,1,9,Miami Heat, SF,19067500,20224987,20224987
2014,93.9,Kevin Durant,OKC,9,19,42,14,25.5,6.9,3.9,0.9,0.9,3.0,65.4,2.2,0.003,28.7,20.9,5,1,1,15,Oklahoma City Thunder, SF,17832627,18915152,18915152
2014,93.9,Russell Westbrook,OKC,9,28,42,18,25.1,6.1,7.4,2.3,0.1,3.9,52.6,0.8,0.003,36.6,17.7,3,0,1,23,Oklahoma City Thunder, PG,14693906,15585895,15585895
2014,93.9,Anthony Davis,NOP,10,38,42,20,24.3,10.4,1.6,1.5,2.9,1.4,61.7,0.0,0.003,25.9,19.7,1,1,1,114,New Orleans Pelicans, PF,5375760,5702094,5702094
2014,93.9,DeMarcus Cousins,SAC,12,30,42,14,24.0,12.7,3.2,1.3,1.7,4.2,56.0,0.0,0.003,33.4,18.8,0,0,1,129,Sacramento Kings, C,4916974,5215457,5215457
2014,93.9,Carmelo Anthony,NYK,15,33,43,7,24.0,6.7,3.1,0.9,0.4,2.4,53.9,1.5,0.0,31.4,14.1,7,1,1,5,New York Knicks, PF,21388953,22687364,22687364
2014,93.9,LaMarcus Aldridge,POR,2,38,43,28,23.2,10.2,1.9,0.7,1.2,1.8,52.4,0.6,0.003,29.3,15.4,3,1,1,20,Portland Trail Blazers, PF,14878000,15781165,15781165
2014,93.9,Stephen Curry,GSW,1,40,40,34,23.2,4.8,8.1,2.1,0.2,3.2,63.8,3.0,0.004,26.9,18.1,1,1,1,57,Golden State Warriors, PG,9887642,10487868,10487868
2014,93.9,Blake Griffin,LAC,6,42,42,28,23.0,7.6,5.0,0.9,0.4,2.3,54.9,0.2,0.002,29.1,14.4,4,1,1,17,LA Clippers, PF,16441500,17439577,17439577
2014,93.9,Kobe Bryant,LAL,14,35,43,10,22.3,5.7,5.6,1.3,0.2,3.7,47.7,1.5,0.0,33.7,11.8,16,1,1,1,Los Angeles Lakers, SF,30453805,32302495,32302495
2014,93.9,Damian Lillard,POR,2,43,43,31,22.1,4.7,6.2,1.4,0.2,2.6,57.8,2.7,0.003,25.9,14.9,1,1,1,182,Portland Trail Blazers, PG,3202920,3397352,3397352
2014,93.9,Klay Thompson,GSW,1,39,40,34,21.9,3.6,3.1,1.3,0.9,2.0,60.1,3.0,0.004,26.7,13.4,0,0,1,224,Golden State Warriors, SG,2317920,2458628,2458628
2014,93.9,Dwyane Wade,MIA,7,32,42,13,21.8,4.0,5.5,1.1,0.5,3.2,54.7,0.5,0.001,33.4,15.4,10,1,1,10,Miami Heat, G,18673000,19806539,19806539
2014,93.9,Chris Bosh,MIA,7,34,42,15,21.3,7.7,2.1,1.0,0.6,2.2,56.4,1.5,0.002,28.1,15.3,9,1,1,8,Miami Heat, PF,19067500,20224987,20224987
2014,93.9,Kyrie Irving,CLE,5,40,43,22,21.0,3.1,5.3,1.6,0.3,2.3,56.4,1.7,0.002,24.3,12.0,2,1,1,112,Cleveland Cavaliers, PG,5607240,5947626,5947626
2014,93.9,Jimmy Butler,CHI,4,40,43,25,20.6,6.0,3.3,1.8,0.7,1.5,58.3,1.1,0.002,21.1,13.3,0,0,1,302,Chicago Bulls, SF,1112880,1180437,1180437
2014,93.9,Kyle Lowry,TOR,3,42,42,27,19.8,4.9,7.5,1.6,0.2,2.6,53.7,1.8,0.002,26.2,14.2,0,0,1,104,Toronto Raptors, PG,6210000,6586976,6586976
2014,93.9,Marc Gasol,MEM,3,42,42,30,19.3,8.2,3.7,0.9,1.7,2.4,57.0,0.0,0.003,25.1,15.9,1,0,1,21,Memphis Grizzlies, C,14860523,15762627,15762627
2014,93.9,Pau Gasol,CHI,4,40,43,26,18.7,11.4,2.7,0.4,2.1,2.2,54.2,0.1,0.002,24.3,16.0,4,0,1,7,Los Angeles Lakers, PF,19285850,20456592,20456592
2014,93.9,Dirk Nowitzki,DAL,4,40,43,28,18.7,6.0,2.0,0.5,0.5,1.1,57.2,1.3,0.002,25.8,14.6,12,1,1,2,Dallas Mavericks, F,22721381,24100676,24100676
2014,93.9,Chris Paul,LAC,6,42,42,28,17.6,4.6,9.6,1.9,0.2,2.1,58.0,1.6,0.002,22.3,16.1,7,1,1,11,LA Clippers, PG,18668431,19801693,19801693
2014,93.9,Jeff Teague,ATL,1,39,43,31,17.2,2.7,7.4,1.8,0.5,2.6,58.6,1.1,0.003,24.8,14.7,0,0,1,77,Atlanta Hawks, PG,8000000,8485638,8485638
2014,93.9,John Wall,WAS,2,43,43,29,17.0,4.3,10.0,2.1,0.6,3.7,53.3,0.8,0.004,24.5,15.4,1,1,1,88,Washington Wizards, PG,7459925,7912777,7912777
2014,93.9,Paul Millsap,ATL,1,42,43,34,16.8,7.9,3.1,1.7,0.9,2.4,56.6,1.0,0.003,23.3,13.0,1,1,1,60,Atlanta Hawks, PF,9500000,10076695,10076695
2014,93.9,Al Horford,ATL,1,41,43,33,15.1,6.6,3.2,0.7,1.4,1.2,56.7,0.1,0.003,21.8,14.2,2,0,1,41,Atlanta Hawks, PF,12000000,12728457,12728457
2014,93.9,Tim Duncan,SAS,7,38,43,25,14.9,10.1,3.2,1.0,2.0,2.0,53.3,0.0,0.003,23.6,15.6,14,0,1,53,San Antonio Spurs, C,10361446,10990435,10990435
2014,93.9,Kyle Korver,ATL,1,42,43,34,13.1,4.2,2.9,0.7,0.5,1.5,74.1,3.1,0.003,14.1,10.8,0,0,1,92,Atlanta Hawks, SG,6760563,7170961,7170961
2015,95.8,Stephen Curry,GSW,1,41,43,38,29.9,5.3,6.5,2.1,0.1,3.4,67.7,4.8,0.004,31.2,20.5,2,1,1,53,Golden State Warriors, PG,10629213,11261090,11261090
2015,95.8,James Harden,HOU,7,44,44,22,27.6,6.0,6.9,1.5,0.6,4.7,58.0,2.7,0.001,32.4,16.2,3,1,1,28,Houston Rockets, SG,14728844,15604432,15604432
2015,95.8,Kevin Durant,OKC,3,37,44,29,26.5,7.8,4.4,1.0,1.2,2.9,63.5,2.3,0.003,28.4,19.6,6,1,1,10,Oklahoma City Thunder, SF,18995624,20124860,20124860
2015,95.8,DeMarcus Cousins,SAC,8,34,42,18,26.1,11.4,2.8,1.4,1.3,3.5,53.8,1.2,0.003,34.6,15.9,1,1,1,26,Sacramento Kings, C,14746000,15622608,15622608
2015,95.8,LeBron James,CLE,1,40,41,30,25.0,7.1,6.2,1.4,0.7,3.3,57.2,1.2,0.004,31.3,18.7,11,1,1,6,Cleveland Cavaliers, SF,20644400,21871652,21871652
2015,95.8,Russell Westbrook,OKC,3,44,44,32,24.0,7.1,9.8,2.5,0.3,4.3,55.3,1.2,0.003,32.7,19.6,4,1,1,19,Oklahoma City Thunder, PG,15719062,16653516,16653516
2015,95.8,Paul George,IND,5,42,42,23,23.7,7.4,4.0,2.0,0.3,3.9,55.9,2.9,0.003,30.1,15.4,2,0,1,15,Indiana Pacers, SG,15937290,16884717,16884717
2015,95.8,Anthony Davis,NOP,12,37,42,15,23.4,10.4,1.7,1.3,2.4,2.1,55.9,0.5,0.002,28.4,16.4,2,1,1,117,New Orleans Pelicans, PF,5607240,5940574,5940574
2015,95.8,DeMar DeRozan,TOR,2,42,42,27,23.1,4.5,4.2,1.0,0.3,2.3,54.3,0.5,0.002,28.5,13.6,1,0,1,57,Toronto Raptors, SF,10100000,10700416,10700416
2015,95.8,Jimmy Butler,CHI,4,41,41,24,22.4,5.0,4.3,1.8,0.8,2.1,56.7,1.1,0.003,24.6,13.9,1,1,1,268,Chicago Bulls, SF,2008748,2128162,2128162
2015,95.8,Isaiah Thomas,BOS,8,43,43,22,21.7,3.0,6.7,1.2,0.1,2.8,56.0,2.0,0.003,28.4,14.9,0,0,1,88,Phoenix Suns, PG,7238606,7668920,7668920
2015,95.8,Carmelo Anthony,NYK,9,40,44,22,21.7,7.6,4.0,0.9,0.5,2.5,53.2,1.4,0.002,28.9,14.5,8,1,1,3,New York Knicks, PF,22458401,23793490,23793490
2015,95.8,Kyle Lowry,TOR,2,42,42,27,20.9,5.0,6.5,2.3,0.5,3.0,57.2,2.7,0.003,25.8,15.0,1,1,1,41,Toronto Raptors, PG,12000000,12713366,12713366
2015,95.8,Klay Thompson,GSW,1,41,43,37,20.6,3.9,2.3,0.5,0.8,1.8,58.9,3.1,0.003,25.1,10.8,1,1,1,207,Golden State Warriors, SG,3075880,3258732,3258732
2015,95.8,Kawhi Leonard,SAS,2,41,43,35,20.1,6.9,2.6,1.9,0.9,1.4,61.4,1.8,0.005,24.0,16.9,0,0,1,223,San Antonio Spurs, SF,2894059,3066102,3066102
2015,95.8,John Wall,WAS,10,41,41,20,19.9,4.2,9.7,2.1,0.7,4.4,51.8,1.5,0.002,28.4,14.0,2,1,1,25,Washington Wizards, PG,14746000,15622608,15622608
2015,95.8,Chris Bosh,MIA,6,43,43,23,18.9,7.7,2.4,0.8,0.7,1.4,58.1,1.6,0.003,24.2,16.2,10,1,1,5,Miami Heat, PF,20644400,21871652,21871652
2015,95.8,Chris Paul,LAC,4,37,42,25,18.5,3.8,9.6,2.1,0.2,2.8,56.1,1.4,0.002,26.0,16.6,8,1,1,7,LA Clippers, PG,20068563,21261583,21261583
2015,95.8,Paul Millsap,ATL,3,44,44,26,18.4,8.8,3.5,1.9,1.4,2.3,58.4,0.8,0.002,24.1,15.0,2,1,1,62,Atlanta Hawks, PF,9500000,10064748,10064748
2015,95.8,Dwyane Wade,MIA,6,40,43,21,18.1,4.1,4.6,0.9,0.5,2.6,51.3,0.2,0.002,30.6,13.1,11,1,1,21,Miami Heat, G,15000000,15891708,15891708
2015,95.8,Andre Drummond,DET,6,43,43,23,17.7,15.5,0.9,1.8,1.5,2.2,49.9,0.0,0.003,24.7,14.8,0,0,1,236,Detroit Pistons, C,2568360,2721041,2721041
2015,95.8,Kobe Bryant,LAL,15,36,44,7,16.3,4.0,3.5,0.9,0.2,2.2,44.8,1.7,0.0,29.3,7.9,17,1,1,1,Los Angeles Lakers, SF,23500000,24897009,24897009
2015,95.8,Pau Gasol,CHI,4,39,41,23,16.3,10.8,3.1,0.6,2.2,1.9,51.5,0.2,0.003,24.2,16.1,5,1,1,90,Chicago Bulls, PF,7128000,7551739,7551739
2015,95.8,LaMarcus Aldridge,SAS,2,40,43,34,15.9,8.9,1.3,0.3,0.9,1.4,52.9,0.0,0.004,25.1,13.6,4,1,1,14,Portland Trail Blazers, PF,16006000,16957512,16957512
2015,95.8,Al Horford,ATL,3,44,44,26,15.3,7.0,2.9,0.8,1.5,1.3,55.7,1.0,0.003,21.3,13.3,3,1,1,42,Atlanta Hawks, PF,12000000,12713366,12713366
2015,95.8,Draymond Green,GSW,1,42,43,39,14.5,9.5,7.4,1.3,1.3,2.8,56.8,1.5,0.004,19.2,14.2,0,0,1,399,Golden State Warriors, PF,915243,969651,969651
2016,96.4,Russell Westbrook,OKC,6,44,44,25,30.6,10.6,10.4,1.5,0.3,5.5,54.2,2.0,0.003,40.7,22.3,5,1,1,18,Oklahoma City Thunder, PG,16744218,17518615,17518615
2016,96.4,Isaiah Thomas,BOS,3,39,43,25,29.0,2.7,6.0,0.8,0.1,2.5,61.7,3.1,0.001,33.1,15.9,1,1,1,111,Boston Celtics, PG,6912869,7232579,7232579
2016,96.4,James Harden,HOU,3,47,47,34,28.7,8.2,11.6,1.4,0.5,5.8,61.6,3.1,0.002,33.0,19.4,4,1,1,28,Houston Rockets, SG,15756438,16485152,16485152
2016,96.4,Anthony Davis,NOP,10,41,44,16,28.6,12.0,2.3,1.3,2.4,2.5,57.8,0.5,0.003,32.8,19.5,3,1,1,105,New Orleans Pelicans, PF,7070730,7397741,7397741
2016,96.4,DeMarcus Cousins,NOP,10,42,44,16,28.1,10.1,4.3,1.4,1.4,3.4,56.4,1.8,0.001,36.6,17.9,2,1,1,27,Sacramento Kings, C,15851950,16585081,16585081
2016,96.4,DeMar DeRozan,TOR,2,43,43,28,28.0,5.4,3.8,1.2,0.2,2.4,55.7,0.4,0.002,34.0,15.9,2,1,1,73,Toronto Raptors, SF,10050000,10514798,10514798
2016,96.4,Kevin Durant,GSW,1,43,43,37,26.3,8.5,4.7,1.1,1.7,2.2,66.0,2.0,0.004,26.9,19.2,7,1,1,7,Oklahoma City Thunder, SF,20158622,21090931,21090931
2016,96.4,LeBron James,CLE,1,39,42,30,25.6,7.7,8.3,1.5,0.6,4.2,60.1,1.7,0.003,29.1,17.7,12,1,1,2,Cleveland Cavaliers, SF,22970500,24032854,24032854
2016,96.4,Kawhi Leonard,SAS,2,41,43,32,25.5,5.7,3.2,1.9,0.7,1.9,62.6,2.1,0.002,29.7,17.1,1,1,1,23,San Antonio Spurs, SF,16407500,17166324,17166324
2016,96.4,Jimmy Butler,CHI,8,43,45,22,24.7,6.6,4.8,1.7,0.3,2.2,59.3,1.2,0.003,26.7,16.6,2,1,1,22,Chicago Bulls, SF,16407500,17166324,17166324
2016,96.4,Stephen Curry,GSW,1,43,43,37,24.6,4.1,6.1,1.8,0.2,3.0,62.4,3.8,0.003,27.4,14.4,3,1,1,61,Golden State Warriors, PG,11370786,11896669,11896669
2016,96.4,Kyrie Irving,CLE,1,37,42,27,23.8,3.5,5.6,1.2,0.1,2.7,57.0,2.3,0.002,28.1,13.4,3,0,1,19,Cleveland Cavaliers, PG,16407501,17166325,17166325
2016,96.4,Giannis Antetokounmpo,MIL,10,42,43,20,23.5,8.9,5.5,1.8,2.0,3.0,60.6,0.7,0.003,28.6,18.5,0,0,1,279,Milwaukee Bucks, PF,1953960,2044328,2044328
2016,96.4,Kemba Walker,CHA,6,43,44,23,23.0,4.1,5.4,1.2,0.2,2.3,58.5,2.9,0.003,28.7,14.8,0,0,1,59,Charlotte Hornets, PG,12000000,12554983,12554983
2016,96.4,John Wall,WAS,5,41,43,23,23.0,4.5,10.2,2.2,0.5,4.2,55.0,1.1,0.002,29.7,15.8,3,1,1,26,Washington Wizards, PG,15851950,16585081,16585081
2016,96.4,Carmelo Anthony,NYK,11,44,45,19,22.5,6.0,3.1,0.9,0.4,1.8,54.1,2.1,0.001,28.6,12.7,9,1,1,3,New York Knicks, PF,22875000,23932937,23932937
2016,96.4,Kyle Lowry,TOR,2,42,43,27,22.3,4.9,7.0,1.7,0.3,2.9,64.0,3.3,0.002,23.9,14.8,2,1,1,55,Toronto Raptors, PG,12000000,12554983,12554983
2016,96.4,Gordon Hayward,UTA,4,38,45,26,22.2,5.7,3.5,1.0,0.3,2.1,60.6,2.0,0.003,26.8,16.6,0,0,1,32,Utah Jazz, SF,15409570,16122241,16122241
2016,96.4,Paul George,IND,7,36,43,19,21.9,6.0,3.3,1.7,0.3,2.8,57.6,2.3,0.002,27.3,12.4,3,1,1,17,Indiana Pacers, SG,17120106,17911887,17911887
2016,96.4,Klay Thompson,GSW,1,42,43,36,21.1,3.7,2.0,0.8,0.5,1.8,58.0,3.0,0.003,24.7,9.6,2,1,1,31,Golden State Warriors, SG,15501000,16217900,16217900
2016,96.4,Kevin Love,CLE,1,37,42,27,20.5,10.7,1.7,0.9,0.4,2.0,57.9,2.6,0.003,26.3,15.8,3,0,1,13,Cleveland Cavaliers, PF,19689000,20599589,20599589
2016,96.4,Marc Gasol,MEM,7,44,46,26,20.1,6.0,4.2,1.0,1.4,2.1,55.3,1.3,0.002,26.5,15.5,2,0,1,14,Memphis Grizzlies, C,19688000,20598543,20598543
2016,96.4,Paul Millsap,ATL,4,41,44,26,17.9,8.1,3.8,1.5,1.0,2.3,53.5,1.1,0.004,24.1,13.5,3,1,1,16,Atlanta Hawks, PF,18671659,19535198,19535198
2016,96.4,DeAndre Jordan,LAC,4,45,45,29,12.7,13.9,1.0,0.6,1.8,1.6,66.5,0.0,0.003,15.2,15.2,0,0,1,11,LA Clippers, C,19689000,20599589,20599589
2016,96.4,Draymond Green,GSW,1,41,43,35,10.8,8.7,7.7,2.0,1.4,2.3,54.8,1.1,0.003,15.4,12.7,1,1,1,36,Golden State Warriors, PF,14260870,14920416,14920416
2017,97.3,James Harden,HOU,2,37,44,28,31.5,4.8,9.0,1.8,0.6,4.4,62.2,4.1,0.002,35.0,18.7,5,1,1,6,Houston Rockets, SG,26540100,27188335,27188335
2017,97.3,Giannis Antetokounmpo,MIL,8,42,45,22,28.2,10.1,4.6,1.5,1.3,2.7,61.4,0.5,0.002,30.7,19.5,1,1,1,254,Milwaukee Bucks, PF,2995421,3068583,3068583
2017,97.3,Stephen Curry,GSW,1,32,47,26,27.4,5.2,6.5,1.7,0.1,3.0,66.7,4.2,0.002,29.3,16.5,4,1,1,82,Golden State Warriors, PG,12112359,12408200,12408200
2017,97.3,LeBron James,CLE,3,45,45,27,26.8,7.8,8.7,1.7,1.1,4.3,63.1,1.8,0.001,30.1,18.8,13,1,1,1,Cleveland Cavaliers, SF,30963450,31719725,31719725
2017,97.3,Anthony Davis,NOP,7,39,45,21,26.5,10.5,2.3,1.1,2.1,1.9,63.6,0.7,0.003,26.9,18.4,4,1,1,18,New Orleans Pelicans, PF,22116750,22656946,22656946
2017,97.3,Kevin Durant,GSW,1,39,47,30,26.2,6.9,5.4,0.8,2.1,3.2,63.0,2.5,0.002,29.1,16.6,8,1,1,5,Golden State Warriors, SF,26540100,27188335,27188335
2017,97.3,DeMarcus Cousins,NOP,7,45,45,24,25.2,12.6,5.1,1.6,1.6,5.0,58.2,2.2,0.002,31.8,16.3,3,1,1,45,Sacramento Kings, C,16957900,17372092,17372092
2017,97.3,Damian Lillard,POR,6,39,46,20,25.2,4.8,6.6,1.1,0.4,3.2,57.9,2.9,0.003,29.0,15.8,2,0,1,10,Portland Trail Blazers, PG,24328425,24922641,24922641
2017,97.3,DeMar DeRozan,TOR,2,45,45,31,25.0,4.2,5.0,1.2,0.3,2.4,57.5,1.1,0.002,29.1,14.6,3,1,1,3,Toronto Raptors, SF,26540100,27188335,27188335
2017,97.3,Russell Westbrook,OKC,5,46,46,26,24.8,9.7,10.1,2.0,0.2,4.6,51.2,1.4,0.003,33.4,19.0,6,1,1,7,Oklahoma City Thunder, PG,26540100,27188335,27188335
2017,97.3,Kyrie Irving,BOS,1,44,47,33,24.5,3.7,5.0,1.2,0.3,2.4,59.1,2.7,0.003,30.3,15.8,4,1,1,34,Cleveland Cavaliers, PG,17638063,18068868,18068868
2017,97.3,Victor Oladipo,IND,6,42,47,25,24.2,5.2,3.9,2.0,0.9,2.8,59.1,2.5,0.003,29.9,15.0,0,0,1,149,Oklahoma City Thunder, SG,6552961,6713015,6713015
2017,97.3,Joel Embiid,PHI,7,33,42,20,24.0,10.9,3.4,0.6,1.9,4.2,58.5,0.9,0.004,32.7,18.3,0,0,1,196,Philadelphia 76ers, C,4826160,4944037,4944037
2017,97.3,Bradley Beal,WAS,5,46,46,26,23.8,4.3,3.7,1.1,0.5,2.2,56.6,2.4,0.003,27.6,12.7,0,0,1,15,Washington Wizards, SG,22116750,22656946,22656946
2017,97.3,Kristaps Porzingis,NYK,10,41,47,20,23.3,6.7,1.2,0.8,2.3,2.1,53.5,1.8,0.002,31.0,12.4,0,0,1,207,New York Knicks, PF,4317720,4423179,4423179
2017,97.3,LaMarcus Aldridge,SAS,3,46,48,29,22.3,8.7,1.9,0.5,1.2,1.5,55.3,0.5,0.003,28.4,14.8,5,0,1,27,San Antonio Spurs, PF,20575005,21077544,21077544
2017,97.3,Jimmy Butler,MIN,3,45,48,29,21.7,5.4,5.0,2.0,0.4,1.9,58.9,1.2,0.002,24.0,15.2,3,1,1,36,Chicago Bulls, SF,17552209,17980917,17980917
2017,97.3,Kemba Walker,CHA,11,42,44,18,21.7,3.4,5.8,1.2,0.3,2.0,54.9,2.4,0.003,26.5,13.3,1,1,1,88,Charlotte Hornets, PG,12000000,12293097,12293097
2017,97.3,Paul George,OKC,5,43,46,25,20.8,5.5,3.0,2.2,0.6,2.8,57.2,3.1,0.003,24.5,11.7,4,1,1,32,Indiana Pacers, SG,18314532,18761860,18761860
2017,97.3,Klay Thompson,GSW,1,46,47,37,20.6,4.0,2.5,0.7,0.6,1.7,60.4,3.3,0.003,23.6,10.9,3,1,1,46,Golden State Warriors, SG,16663575,17070579,17070579
2017,97.3,Karl-Anthony Towns,MIN,3,48,48,30,20.2,12.0,2.3,0.9,1.6,2.0,63.9,1.5,0.002,21.8,15.9,0,0,1,168,Minnesota Timberwolves, C,5960160,6105735,6105735
2017,97.3,John Wall,WAS,5,35,46,21,19.5,3.6,9.3,1.3,1.1,3.5,51.3,1.4,0.002,28.1,13.1,4,1,1,44,Washington Wizards, PG,16957900,17372092,17372092
2017,97.3,Kevin Love,CLE,3,44,45,26,18.6,9.4,1.7,0.7,0.5,1.6,61.2,2.3,0.001,25.7,15.3,4,1,1,25,Cleveland Cavaliers, PF,21165675,21682641,21682641
2017,97.3,Goran Dragic,MIA,4,42,46,24,17.3,4.2,4.9,0.9,0.2,2.5,52.6,1.5,0.002,25.9,11.3,0,0,1,51,Miami Heat, PG,15891725,16279876,16279876
2017,97.3,Kyle Lowry,TOR,2,42,45,30,17.0,6.0,6.7,1.2,0.1,2.6,59.7,3.0,0.002,21.7,14.0,3,1,1,85,Toronto Raptors, PG,12000000,12293097,12293097
2017,97.3,Andre Drummond,DET,9,43,45,21,14.3,15.1,3.9,1.5,1.2,2.7,57.1,0.0,0.002,20.2,15.9,1,0,1,19,Detroit Pistons, C,22116750,22656946,22656946
2017,97.3,Al Horford,BOS,1,43,47,30,13.3,7.7,5.3,0.6,1.0,2.0,59.8,1.4,0.003,17.9,14.4,4,0,1,4,Boston Celtics, PF,26540100,27188335,27188335
2017,97.3,Draymond Green,GSW,1,40,47,30,11.3,7.9,7.6,1.3,1.3,2.8,57.3,1.2,0.003,16.7,12.6,2,1,1,54,Golden State Warriors, PF,15330435,15704877,15704877
2018,100.0,James Harden,HOU,5,43,46,25,35.7,6.4,8.3,2.0,0.7,5.6,62.2,5.0,0.001,39.1,19.6,6,1,1,8,Houston Rockets, SG,28299399,28299399,28299399
2018,100.0,Anthony Davis,NOP,12,41,47,20,29.3,13.3,4.4,1.7,2.6,2.0,59.5,1.0,0.002,29.1,20.1,5,1,1,25,New Orleans Pelicans, PF,23775506,23775506,23775506
2018,100.0,Stephen Curry,GSW,1,36,47,28,29.3,5.2,5.6,1.2,0.4,2.9,66.2,5.3,0.003,29.4,16.1,5,1,1,1,Golden State Warriors, PG,37457154,37457154,37457154
2018,100.0,Kawhi Leonard,TOR,2,36,48,25,27.6,7.9,3.1,1.9,0.5,2.0,61.3,1.8,0.002,29.9,17.9,2,0,1,45,San Antonio Spurs, SF,18868626,18868626,18868626
2018,100.0,Joel Embiid,PHI,4,45,48,30,27.1,13.2,3.6,0.6,2.0,3.5,59.8,1.2,0.003,32.0,19.8,1,1,1,18,Philadelphia 76ers, C,25250000,25250000,25250000
2018,100.0,Paul George,OKC,3,45,46,27,26.8,7.9,4.0,2.3,0.5,2.6,57.9,3.4,0.004,28.2,16.3,5,1,1,38,Oklahoma City Thunder, SG,19508958,19508958,19508958
2018,100.0,Giannis Antetokounmpo,MIL,1,43,46,32,26.5,12.6,5.9,1.3,1.4,4.0,63.1,0.4,0.004,30.6,21.0,2,1,1,20,Milwaukee Bucks, PF,24157303,24157303,24157303
2018,100.0,Damian Lillard,POR,4,48,48,29,26.1,4.5,6.2,1.0,0.5,2.8,58.8,2.9,0.002,28.8,15.2,3,1,1,12,Portland Trail Blazers, PG,26153057,26153057,26153057
2018,100.0,Blake Griffin,DET,9,44,46,20,26.0,8.1,5.2,0.8,0.5,3.8,59.7,2.4,0.002,29.5,16.2,5,0,1,2,LA Clippers, PF,32088932,32088932,32088932
2018,100.0,Kemba Walker,CHA,8,46,46,22,25.0,4.3,5.6,1.2,0.5,2.6,55.9,3.2,0.002,30.5,14.0,2,1,1,103,Charlotte Hornets, PG,12000000,12000000,12000000
2018,100.0,Bradley Beal,WAS,9,46,46,20,24.7,5.0,5.0,1.3,0.9,2.8,56.8,2.5,0.002,27.5,12.2,1,1,1,15,Washington Wizards, SG,25434263,25434263,25434263
2018,100.0,Kyrie Irving,BOS,5,42,47,26,23.5,4.8,6.9,1.7,0.5,2.7,60.5,2.6,0.003,28.4,16.6,5,1,1,44,Boston Celtics, PG,18868626,18868626,18868626
2018,100.0,Karl-Anthony Towns,MIN,11,46,46,22,22.4,12.2,2.9,1.0,1.9,2.9,59.5,1.7,0.002,26.4,16.4,1,1,1,174,Minnesota Timberwolves, C,6216840,6216840,6216840
2018,100.0,Klay Thompson,GSW,1,47,47,33,22.1,4.1,2.0,1.2,0.7,1.6,56.1,2.9,0.002,26.4,10.4,4,1,1,53,Golden State Warriors, SG,17826150,17826150,17826150
2018,100.0,Russell Westbrook,OKC,3,38,46,23,21.6,10.6,10.5,2.4,0.3,4.5,47.7,1.2,0.003,30.5,15.6,7,1,1,7,Oklahoma City Thunder, PG,28530608,28530608,28530608
2018,100.0,LaMarcus Aldridge,SAS,6,48,48,27,20.8,8.6,2.5,0.5,1.2,1.9,56.7,0.1,0.001,27.3,14.0,6,1,1,34,San Antonio Spurs, PF,21461010,21461010,21461010
2018,100.0,Nikola Vucevic,ORL,11,46,47,20,20.5,12.0,3.8,0.9,1.1,1.9,57.7,1.2,0.002,27.3,18.9,0,0,1,90,Orlando Magic, C,12750000,12750000,12750000
2018,100.0,Nikola Jokic,DEN,2,45,45,31,19.6,10.0,7.7,1.3,0.7,3.2,59.2,1.2,0.002,26.8,18.7,0,0,1,366,Denver Nuggets, C,1471382,1471382,1471382
2018,100.0,D'Angelo Russell,BKN,6,47,48,25,19.2,3.7,6.4,1.1,0.3,2.8,53.4,2.7,0.002,29.2,13.7,0,0,1,161,Brooklyn Nets, SG,7019698,7019698,7019698
