Year,Avg. Pace,Player,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?,Selected?,Rank,Team,Position,Salary,Inflation,row_max
2000,91.3,Jerry Stackhouse,DET,10,39,41,14,30.1,3.7,5.0,1.3,0.7,4.0,53.7,1.6,0.002,35.1,15.7,1,1,1,54,Detroit Pistons, SF,4781000,6971791,6971791
2000,91.3,Kobe Bryant,LAL,3,39,39,26,29.6,5.4,4.7,1.8,0.6,3.1,55.8,1.2,0.002,31.2,16.0,2,1,1,19,Los Angeles Lakers, SF,9000000,13124059,13124059
2000,91.3,Vince Carter,TOR,6,36,41,21,28.5,5.6,3.9,1.7,1.0,2.2,55.2,2.3,0.003,30.3,15.5,1,1,1,100,Toronto Raptors, G,2267000,3305804,3305804
2000,91.3,Allen Iverson,PHI,1,38,40,28,28.5,4.0,4.7,2.3,0.3,3.2,52.1,1.1,0.005,32.4,15.7,1,1,1,15,Philadelphia 76ers, SG,9000000,13124059,13124059
2000,91.3,Shaquille O'Neal,LAL,3,37,39,25,26.8,13.0,3.8,0.6,2.9,2.8,54.4,0.0,0.002,30.6,16.9,7,1,1,1,Los Angeles Lakers, C,17142000,24996958,24996958
2000,91.3,Stephon Marbury,NJN,13,37,41,13,24.4,3.1,6.7,1.2,0.1,2.9,55.5,1.6,0.002,29.3,15.9,0,0,1,20,New Jersey Nets, PG,9000000,13124059,13124059
2000,91.3,Gary Payton,SEA,10,42,43,22,23.0,5.0,8.7,1.6,0.3,2.7,50.7,1.1,0.001,26.4,14.9,6,1,1,8,Seattle SuperSonics, PG,11020000,16069681,16069681
2000,91.3,Karl Malone,UTA,4,38,39,24,22.9,9.0,4.4,1.1,0.9,3.1,54.2,0.0,0.002,28.8,16.7,12,1,1,6,Utah Jazz, PF,14000000,20415203,20415203
2000,91.3,Kevin Garnett,MIN,9,42,42,24,22.7,10.5,4.6,1.3,1.5,2.9,52.5,0.2,0.002,27.8,16.5,3,1,1,2,Minnesota Timberwolves, PF,16806000,24506993,24506993
2000,91.3,Glenn Robinson,MIL,3,38,40,25,22.4,7.4,3.6,1.1,1.1,2.9,53.3,0.6,0.002,28.2,14.3,1,1,1,28,Milwaukee Bucks, SF,7250000,10572158,10572158
2000,91.3,Antonio McDyess,DEN,8,40,41,24,22.0,11.8,2.3,0.5,1.3,2.6,55.0,0.0,0.002,27.8,15.5,0,0,1,12,Denver Nuggets, PF,9900000,14436465,14436465
2000,91.3,Ray Allen,MIL,3,40,40,25,21.1,4.8,3.7,1.8,0.3,2.3,59.6,2.4,0.002,23.3,14.2,1,1,1,18,Milwaukee Bucks, SG,9000000,13124059,13124059
2000,91.3,Rasheed Wallace,POR,1,41,42,29,19.8,8.4,2.7,1.3,2.0,2.3,57.3,0.5,0.003,23.1,15.4,1,1,1,9,Portland Trail Blazers, PF,10800000,15748871,15748871
2000,91.3,Jason Kidd,PHX,6,35,38,23,16.6,6.3,9.9,2.1,0.3,3.8,52.0,1.0,0.005,21.4,16.6,3,1,1,34,Phoenix Suns, PG,6858000,10000533,10000533
2000,91.3,Theo Ratliff,PHI,1,40,40,30,12.1,8.0,1.2,0.6,3.8,2.7,56.4,0.0,0.004,17.6,10.9,0,0,1,32,Philadelphia 76ers, C,7031000,10252806,10252806
2000,91.3,Vlade Divac,SAC,2,38,38,27,10.5,7.9,3.2,1.0,1.1,2.1,53.8,0.1,0.003,17.5,11.1,0,0,1,21,Sacramento Kings, C,8837000,12886367,12886367
2001,90.7,Allen Iverson,PHI,9,33,40,19,29.8,4.6,5.8,2.5,0.2,3.9,48.3,1.1,0.005,35.0,14.0,2,1,1,27,Philadelphia 76ers, SG,10125000,14356060,14356060
2001,90.7,Paul Pierce,BOS,3,40,40,24,27.1,7.0,3.4,1.9,1.1,2.9,56.0,2.7,0.004,29.8,15.5,0,0,1,232,Boston Celtics, SF,1608000,2279955,2279955
2001,90.7,Kobe Bryant,LAL,2,37,37,28,26.7,5.5,5.8,1.7,0.4,2.6,55.9,0.6,0.004,30.5,17.9,3,1,1,31,Los Angeles Lakers, SF,10125000,14356060,14356060
2001,90.7,Vince Carter,TOR,4,41,42,24,25.8,5.6,4.5,1.6,0.9,2.7,52.0,2.2,0.004,29.7,13.6,2,1,1,170,Toronto Raptors, G,2425000,3438365,3438365
2001,90.7,Shaquille O'Neal,LAL,2,29,37,23,25.6,10.7,3.3,0.8,2.6,2.6,55.6,0.0,0.004,31.7,18.7,8,1,1,2,Los Angeles Lakers, C,19285000,27343865,27343865
2001,90.7,Tim Duncan,SAS,4,38,38,27,25.3,12.9,3.6,0.8,2.7,3.3,57.4,0.0,0.004,28.2,19.9,3,1,1,34,San Antonio Spurs, C,9658000,13693909,13693909
2001,90.7,Tracy McGrady,ORL,6,39,42,20,25.1,7.1,4.9,1.2,0.9,2.5,53.7,1.2,0.002,30.6,15.8,1,1,1,33,Orlando Magic, SG,9658000,13693909,13693909
2001,90.7,Chris Webber,SAC,1,17,40,15,24.4,10.5,5.1,1.6,1.6,3.0,52.5,0.1,0.003,30.3,15.4,3,1,1,15,Sacramento Kings, C,12000000,17014590,17014590
2001,90.7,Dirk Nowitzki,DAL,5,39,41,28,24.4,9.5,2.1,0.8,0.8,1.6,60.3,1.9,0.002,25.7,16.2,0,0,1,229,Dallas Mavericks, F,1693000,2400475,2400475
2001,90.7,Karl Malone,UTA,6,41,41,22,24.1,8.7,4.1,1.8,0.8,3.3,53.9,0.1,0.002,29.6,17.0,13,1,1,6,Utah Jazz, PF,15750000,22331650,22331650
2001,90.7,Ray Allen,MIL,2,32,39,22,22.9,4.3,3.9,1.4,0.3,2.3,62.5,3.5,0.002,25.6,14.4,2,1,1,30,Milwaukee Bucks, SG,10125000,14356060,14356060
2001,90.7,Antoine Walker,BOS,3,40,40,24,22.9,9.7,5.2,1.3,0.5,3.2,49.3,3.0,0.004,27.7,13.0,1,0,1,25,Boston Celtics, PF,10125000,14356060,14356060
2001,90.7,Gary Payton,SEA,7,40,40,21,22.8,4.6,9.1,1.6,0.3,2.9,52.8,1.0,0.002,26.7,15.7,7,1,1,13,Seattle SuperSonics, PG,12200000,17298167,17298167
2001,90.7,Peja Stojakovic,SAC,1,38,40,30,22.8,5.5,2.8,1.1,0.1,2.1,59.1,2.0,0.003,23.7,13.1,0,0,1,248,Sacramento Kings, SF,1310000,1857426,1857426
2001,90.7,Kevin Garnett,MIN,3,40,40,30,22.0,12.1,5.9,1.0,1.8,3.0,53.9,0.7,0.003,26.2,18.0,4,1,1,1,Minnesota Timberwolves, PF,19600000,27790498,27790498
2001,90.7,Steve Francis,HOU,12,22,41,12,20.7,7.7,6.2,1.3,0.2,3.6,55.7,1.0,0.003,26.2,15.4,0,0,1,137,Houston Rockets, PG,3246000,4602446,4602446
2001,90.7,Shareef Abdur-Rahim,ATL,12,39,40,14,20.1,9.8,2.6,1.0,1.2,3.0,51.8,0.2,0.002,26.7,13.3,0,0,1,26,Vancouver Grizzlies, PF,10125000,14356060,14356060
2001,90.7,Wally Szczerbiak,MIN,3,40,40,30,19.7,5.6,3.1,0.9,0.3,2.1,58.0,1.0,0.002,21.7,11.7,0,0,1,209,Minnesota Timberwolves, SG,2162000,3065462,3065462
2001,90.7,Baron Davis,CHH,9,40,40,19,19.1,4.3,8.7,1.8,0.8,3.1,50.8,2.1,0.002,23.9,12.5,0,0,1,149,Charlotte Hornets, PG,2916000,4134545,4134545
2001,90.7,Steve Nash,DAL,5,41,41,29,19.0,3.2,7.9,0.6,0.1,2.8,61.1,2.0,0.002,21.5,13.7,0,0,1,79,Dallas Mavericks, PG,5500000,7798354,7798354
2001,90.7,Elton Brand,LAC,8,42,42,21,18.5,11.2,2.2,0.9,1.9,2.4,58.7,0.0,0.002,22.3,15.9,0,0,1,121,Chicago Bulls, PF,3629000,5145495,5145495
2001,90.7,Jermaine O'Neal,IND,5,36,43,21,18.3,10.7,1.5,0.8,2.4,2.5,52.8,0.0,0.002,24.4,12.7,0,0,1,70,Indiana Pacers, C,5700000,8081930,8081930
2001,90.7,Alonzo Mourning,MIA,13,34,39,12,15.3,8.5,1.3,0.2,2.7,2.4,55.2,0.0,0.004,24.0,13.4,6,1,1,3,Miami Heat, C,16879000,23932439,23932439
2001,90.7,Jason Kidd,NJN,1,40,40,27,13.8,7.1,10.1,2.1,0.3,3.4,46.1,1.5,0.004,21.1,14.7,4,1,1,55,Phoenix Suns, PG,7630000,10818443,10818443
2001,90.7,Dikembe Mutombo,PHI,9,40,40,19,11.0,11.6,1.0,0.4,2.7,2.0,55.4,0.0,0.005,15.2,12.7,7,1,1,7,Philadelphia 76ers, C,14422000,20448702,20448702
2002,91.0,Tracy McGrady,ORL,8,38,43,19,30.1,6.3,4.8,1.7,0.9,2.5,55.8,1.8,0.001,33.4,17.9,2,1,1,26,Orlando Magic, SG,10865000,15165522,15165522
2002,91.0,Kobe Bryant,LAL,9,40,40,19,27.7,7.7,7.2,2.2,0.9,3.8,53.3,1.1,0.003,30.8,18.5,4,1,1,23,Los Angeles Lakers, SF,11250000,15702911,15702911
2002,91.0,Allen Iverson,PHI,6,41,41,21,27.1,4.1,4.8,2.6,0.1,3.5,48.1,1.2,0.003,33.2,12.5,3,1,1,17,Philadelphia 76ers, SG,11250000,15702911,15702911
2002,91.0,Shaquille O'Neal,LAL,9,28,40,16,26.3,10.8,3.0,0.7,2.1,3.0,58.4,0.0,0.002,30.1,17.2,9,1,1,2,Los Angeles Lakers, C,21428000,29909509,29909509
2002,91.0,Paul Pierce,BOS,4,41,41,24,25.8,7.5,4.4,2.0,0.9,3.7,51.2,1.5,0.003,31.7,15.0,1,1,1,219,Boston Celtics, SF,2051000,2862815,2862815
2002,91.0,Tim Duncan,SAS,3,40,40,26,23.5,12.4,3.8,0.7,3.0,3.2,54.2,0.1,0.004,28.5,20.1,4,1,1,27,San Antonio Spurs, C,10865000,15165522,15165522
2002,91.0,Chris Webber,SAC,2,37,42,27,23.1,10.4,5.4,1.7,1.6,3.1,48.8,0.0,0.004,29.3,14.9,4,1,1,11,Sacramento Kings, C,12750000,17796632,17796632
2002,91.0,Steve Francis,HOU,7,40,40,23,23.0,6.3,6.2,1.6,0.5,4.1,54.5,1.2,0.004,27.4,14.7,1,1,1,142,Houston Rockets, PG,3473000,4847663,4847663
2002,91.0,Dirk Nowitzki,DAL,1,38,40,31,22.3,10.3,2.7,1.4,1.1,1.5,55.9,1.4,0.004,24.6,17.6,1,1,1,214,Dallas Mavericks, F,2157000,3010771,3010771
2002,91.0,Kevin Garnett,MIN,8,41,41,23,21.9,13.0,5.6,1.5,1.6,2.7,54.1,0.4,0.003,24.6,19.3,5,1,1,1,Minnesota Timberwolves, PF,22400000,31266241,31266241
2002,91.0,Antoine Walker,BOS,4,41,41,24,21.8,7.5,4.3,1.7,0.5,3.3,48.7,2.8,0.003,27.4,11.4,2,1,1,15,Boston Celtics, PF,11250000,15702911,15702911
2002,91.0,Stephon Marbury,PHX,6,41,42,25,21.5,3.0,8.1,1.2,0.2,3.4,49.2,1.0,0.003,27.9,13.0,1,0,1,24,Phoenix Suns, PG,11250000,15702911,15702911
2002,91.0,Gary Payton,MIL,9,39,40,18,21.3,4.8,9.2,1.6,0.3,2.5,50.3,0.7,0.002,26.6,15.8,8,1,1,9,Seattle SuperSonics, PG,12926000,18042296,18042296
2002,91.0,Shawn Marion,PHX,6,41,42,24,21.1,9.5,2.0,1.9,1.2,2.0,52.5,1.5,0.003,23.2,15.4,0,0,1,232,Phoenix Suns, SG,1778000,2481757,2481757
2002,91.0,Jamal Mashburn,NOH,5,42,42,22,21.1,6.3,5.3,1.1,0.1,2.5,49.9,1.3,0.002,25.9,13.3,0,0,1,55,Charlotte Hornets, SF,6975000,9735805,9735805
2002,91.0,Jason Kidd,NJN,2,41,41,28,20.4,5.9,8.6,2.3,0.3,3.7,54.3,1.5,0.004,26.2,18.7,5,1,1,46,New Jersey Nets, PG,8440000,11780673,11780673
2002,91.0,Jermaine O'Neal,IND,1,37,41,26,19.6,10.1,2.3,0.7,1.8,2.8,53.2,0.0,0.003,25.8,14.6,1,1,1,64,Indiana Pacers, C,6325000,8828525,8828525
2002,91.0,Vince Carter,TOR,14,10,42,4,19.2,3.7,2.6,0.9,0.8,2.0,48.5,1.4,0.004,31.0,11.0,3,1,1,157,Toronto Raptors, G,3073000,4289337,4289337
2002,91.0,Steve Nash,DAL,1,40,40,32,18.7,2.9,6.7,1.2,0.0,2.6,57.3,1.1,0.003,25.0,15.3,1,1,1,72,Dallas Mavericks, PG,5750000,8025932,8025932
2002,91.0,Michael Jordan,WAS,6,41,41,21,18.4,5.5,3.8,1.7,0.5,2.0,49.3,0.3,0.002,27.8,14.1,13,1,1,285,Washington Wizards, G,1000000,1395814,1395814
2002,91.0,Zydrunas Ilgauskas,CLE,15,42,43,8,18.1,8.1,1.5,0.8,2.0,2.7,50.2,0.0,0.001,28.9,12.2,0,0,1,20,Cleveland Cavaliers, C,11250000,15702911,15702911
2002,91.0,Peja Stojakovic,SAC,2,32,42,23,17.5,5.2,2.2,1.1,0.1,1.5,57.6,2.2,0.004,21.3,12.1,1,1,1,91,Sacramento Kings, SF,5000000,6979071,6979071
2002,91.0,Brad Miller,IND,1,40,41,28,14.1,8.4,2.7,0.8,0.6,1.6,59.8,0.0,0.003,18.6,14.7,0,0,1,115,Indiana Pacers, C,4400000,6141583,6141583
2002,91.0,Ben Wallace,DET,3,38,40,26,6.5,15.1,1.6,1.4,2.8,1.5,49.7,0.0,0.004,9.9,14.9,0,0,1,107,Detroit Pistons, PF,4500000,6281164,6281164
2003,90.1,Allen Iverson,PHI,8,30,42,14,26.9,3.9,6.0,2.5,0.1,4.6,47.7,1.4,0.004,34.3,12.8,4,1,1,14,Philadelphia 76ers, SG,12375000,16888310,16888310
2003,90.1,Tracy McGrady,ORL,15,42,43,11,26.4,6.1,5.8,1.4,0.8,3.0,52.3,2.4,0.0,31.2,15.2,3,1,1,22,Orlando Magic, SG,12072000,16474802,16474802
2003,90.1,Peja Stojakovic,SAC,1,38,39,29,25.4,5.9,2.1,1.4,0.2,2.0,63.7,2.9,0.002,24.4,14.5,2,1,1,77,Sacramento Kings, SF,5625000,7676504,7676504
2003,90.1,Kevin Garnett,MIN,2,40,40,28,24.6,13.9,5.0,1.3,2.3,2.6,53.7,0.2,0.004,29.8,21.6,6,1,1,1,Minnesota Timberwolves, PF,25200000,34390741,34390741
2003,90.1,Ray Allen,SEA,10,15,40,8,23.6,4.8,5.0,1.3,0.3,2.6,55.1,2.9,0.0,29.2,14.3,3,0,1,19,Seattle SuperSonics, SG,12375000,16888310,16888310
2003,90.1,Baron Davis,NOH,3,41,42,23,23.4,4.2,8.0,2.5,0.4,3.2,47.8,2.8,0.003,30.4,13.7,1,0,1,126,New Orleans Hornets, PG,3942000,5379694,5379694
2003,90.1,Paul Pierce,BOS,7,44,44,21,23.2,7.1,5.6,1.5,0.8,4.0,52.3,1.7,0.002,30.5,14.8,2,1,1,157,Boston Celtics, SF,2793000,3811640,3811640
2003,90.1,Tim Duncan,SAS,3,39,43,27,22.0,12.7,3.2,0.9,2.7,3.0,52.8,0.1,0.005,29.3,20.2,5,1,1,23,San Antonio Spurs, C,12072000,16474802,16474802
2003,90.1,Kobe Bryant,LAL,4,33,39,22,22.0,4.9,4.3,1.8,0.3,2.5,54.3,0.9,0.003,26.7,13.8,5,1,1,20,Los Angeles Lakers, SF,12375000,16888310,16888310
2003,90.1,Vince Carter,TOR,6,37,40,20,21.3,4.5,4.6,1.0,1.0,3.1,50.5,1.1,0.003,31.1,13.2,4,1,1,36,Toronto Raptors, G,10625000,14500064,14500064
2003,90.1,Sam Cassell,MIN,2,40,40,28,21.1,3.4,7.5,1.1,0.2,2.6,57.5,1.1,0.003,26.4,15.4,0,0,1,113,Milwaukee Bucks, PG,4500000,6141203,6141203
2003,90.1,Jermaine O'Neal,IND,1,43,44,32,20.9,10.7,2.0,0.9,2.8,2.6,49.1,0.0,0.004,30.0,15.4,2,1,1,61,Indiana Pacers, C,6950000,9484748,9484748
2003,90.1,Dirk Nowitzki,DAL,5,36,41,22,20.7,9.0,2.6,0.9,1.2,2.0,55.1,1.3,0.001,23.8,13.3,2,1,1,155,Dallas Mavericks, F,2923000,3989053,3989053
2003,90.1,Shaquille O'Neal,LAL,4,27,39,19,20.0,11.6,3.1,0.4,2.4,3.0,56.4,0.0,0.004,25.7,15.7,10,1,1,2,Los Angeles Lakers, C,23571000,32167625,32167625
2003,90.1,Kenyon Martin,NJN,5,33,40,18,17.5,9.7,2.5,1.5,1.4,2.6,51.6,0.2,0.004,25.2,14.0,0,0,1,121,New Jersey Nets, PF,4067000,5550283,5550283
2003,90.1,Jason Kidd,NJN,5,39,40,21,17.1,6.3,9.6,1.8,0.3,3.1,50.3,1.7,0.004,24.3,16.5,6,1,1,43,New Jersey Nets, PG,9260000,12637232,12637232
2003,90.1,Steve Francis,HOU,7,41,41,24,17.0,5.8,5.8,1.4,0.5,3.7,48.9,1.0,0.005,25.0,11.6,2,1,1,116,Houston Rockets, PG,4383000,5981532,5981532
2003,90.1,Andrei Kirilenko,UTA,9,39,41,21,16.3,7.9,3.3,2.1,2.9,2.9,57.2,0.8,0.002,21.0,16.0,0,0,1,250,Utah Jazz, SF,893000,1218687,1218687
2003,90.1,Brad Miller,SAC,1,39,39,29,14.8,10.5,4.7,0.9,1.3,2.1,58.4,0.2,0.003,17.2,13.5,1,1,1,108,Indiana Pacers, C,4800000,6550617,6550617
2003,90.1,Jamaal Magloire,NOH,3,42,42,23,11.3,9.1,1.2,0.6,1.0,2.4,52.0,0.0,0.002,18.5,9.7,0,0,1,234,New Orleans Hornets, C,1126000,1536665,1536665
2003,90.1,Ben Wallace,DET,2,42,43,29,9.7,13.0,2.0,1.7,3.0,1.4,44.2,0.0,0.004,14.3,13.5,1,1,1,91,Detroit Pistons, PF,5000000,6823559,6823559
2004,90.9,Allen Iverson,PHI,8,36,38,18,28.4,4.1,7.3,2.2,0.1,3.9,51.2,1.2,0.003,33.0,14.9,5,1,1,11,Philadelphia 76ers, SG,13500000,17945709,17945709
2004,90.9,Kobe Bryant,LAL,6,34,38,19,27.5,6.3,6.6,1.4,1.0,4.4,53.9,1.9,0.002,31.8,14.8,6,1,1,17,Los Angeles Lakers, SF,13500000,17945709,17945709
2004,90.9,Tracy McGrady,HOU,7,39,41,22,25.3,6.2,5.6,1.6,0.8,2.7,52.6,1.9,0.004,29.6,15.9,4,1,1,21,Orlando Magic, SG,13279000,17651931,17651931
2004,90.9,Ray Allen,SEA,3,38,38,27,23.9,4.2,4.2,1.2,0.1,2.6,55.3,2.5,0.002,26.8,13.2,4,1,1,16,Seattle SuperSonics, SG,13500000,17945709,17945709
2004,90.9,Kevin Garnett,MIN,9,39,39,20,23.2,14.6,6.2,1.6,1.5,2.9,56.1,0.1,0.002,27.3,21.3,7,1,1,1,Minnesota Timberwolves, PF,28000000,37220730,37220730
2004,90.9,Shaquille O'Neal,MIA,1,40,41,28,23.1,10.8,2.8,0.4,2.6,2.9,58.5,0.0,0.002,29.4,15.7,11,1,1,2,Los Angeles Lakers, C,26571000,35321143,35321143
2004,90.9,Tim Duncan,SAS,1,42,42,33,21.6,11.9,2.5,0.8,2.9,2.1,53.7,0.0,0.005,29.3,20.4,6,1,1,22,San Antonio Spurs, C,13279000,17651931,17651931
2004,90.9,Shawn Marion,PHX,2,41,41,31,19.7,10.7,2.2,2.1,1.5,1.3,56.7,1.5,0.002,20.5,14.8,1,0,1,116,Phoenix Suns, SG,3069000,4079657,4079657
2004,90.9,Vince Carter,NJN,12,34,39,13,18.7,4.4,3.7,1.2,0.6,1.6,48.9,1.1,0.003,26.7,10.9,5,1,1,28,Toronto Raptors, G,11953000,15889264,15889264
2004,90.9,Zydrunas Ilgauskas,CLE,2,38,38,23,16.2,7.8,1.6,0.7,1.8,2.6,54.3,0.0,0.003,24.4,10.5,1,0,1,14,Cleveland Cavaliers, C,13500000,17945709,17945709
2004,90.9,Steve Nash,PHX,2,38,41,31,15.3,3.1,10.9,1.1,0.0,3.2,61.3,1.2,0.002,19.8,14.4,2,0,1,60,Dallas Mavericks, PG,5750000,7643542,7643542
2004,90.9,Ben Wallace,DET,4,31,39,20,9.4,12.2,2.0,1.3,2.6,1.4,44.6,0.0,0.004,14.5,12.2,2,1,1,67,Detroit Pistons, PF,5500000,7311214,7311214
2005,90.5,Kobe Bryant,LAL,7,38,40,21,34.8,5.6,4.3,1.3,0.4,3.0,54.5,1.7,0.002,38.2,18.1,7,1,1,14,Los Angeles Lakers, SF,14625000,18804095,18804095
2005,90.5,Allen Iverson,PHI,7,39,39,19,33.2,3.3,7.5,2.0,0.2,3.2,53.8,1.0,0.002,35.1,16.2,6,1,1,8,Philadelphia 76ers, SG,14625000,18804095,18804095
2005,90.5,Tracy McGrady,HOU,15,25,38,13,25.6,6.9,5.0,1.1,0.9,2.9,51.4,1.4,0.003,34.3,17.7,5,1,1,17,Houston Rockets, SG,14487000,18626662,18626662
2005,90.5,Vince Carter,NJN,2,37,38,22,25.1,5.9,4.3,1.1,0.7,2.4,55.8,1.5,0.004,30.8,16.1,6,1,1,23,Toronto Raptors, G,13281000,17076047,17076047
2005,90.5,Ray Allen,SEA,13,36,39,15,24.1,4.3,3.6,1.6,0.2,2.1,56.1,3.3,0.0,26.7,13.5,5,1,1,13,Seattle SuperSonics, SG,14625000,18804095,18804095
2005,90.5,Tony Parker,SAS,1,40,40,31,19.8,3.9,5.9,1.2,0.1,3.2,58.1,0.2,0.004,27.0,16.5,0,0,1,119,San Antonio Spurs, G,1545000,1986483,1986483
2005,90.5,Pau Gasol,MEM,4,38,38,23,19.4,9.2,4.3,0.6,2.2,2.9,53.4,0.0,0.004,25.7,15.8,0,0,1,73,Memphis Grizzlies, PF,4318000,5551869,5551869
2005,90.5,Steve Nash,PHX,3,39,39,26,18.7,4.3,11.4,0.9,0.1,4.1,59.8,1.8,0.004,23.3,16.6,3,1,1,59,Phoenix Suns, PG,5750000,7393063,7393063
2005,90.5,Shaquille O'Neal,MIA,3,22,40,14,18.5,9.3,1.3,0.5,1.5,2.5,53.7,0.0,0.002,30.7,12.2,12,1,1,1,Miami Heat, C,29464000,37883341,37883341
2005,90.5,Ben Wallace,DET,1,37,37,32,8.2,12.6,2.0,1.6,2.3,1.0,50.5,0.0,0.004,12.0,13.1,3,1,1,49,Detroit Pistons, PF,6000000,7714500,7714500
2006,91.9,Carmelo Anthony,DEN,7,22,37,13,31.6,5.6,4.1,1.5,0.4,3.8,57.0,0.6,0.002,34.5,15.5,0,0,1,164,Denver Nuggets, PF,3713640,4625600,4625600
2006,91.9,Gilbert Arenas,WAS,1,40,40,24,29.7,4.5,6.3,2.0,0.1,3.6,57.2,3.1,0.002,31.0,14.3,2,1,1,42,Washington Wizards, PG,10243200,12758627,12758627
2006,91.9,Allen Iverson,DEN,7,29,37,11,29.5,2.7,7.5,2.1,0.1,4.6,53.6,0.9,0.003,32.1,15.2,7,1,1,4,Philadelphia 76ers, SG,16453125,20493526,20493526
2006,91.9,Dwyane Wade,MIA,9,34,40,18,28.2,4.8,7.9,2.0,1.1,4.0,58.0,0.5,0.003,32.9,19.5,2,1,1,188,Miami Heat, G,3031920,3776469,3776469
2006,91.9,Kobe Bryant,LAL,5,38,41,23,27.9,5.3,5.6,1.2,0.4,3.3,58.8,1.5,0.002,30.6,16.1,8,1,1,8,Los Angeles Lakers, SF,15946875,19862956,19862956
2006,91.9,LeBron James,CLE,1,40,40,24,27.1,6.8,6.1,1.6,0.7,3.6,55.7,1.3,0.004,30.0,18.3,2,1,1,137,Cleveland Cavaliers, SF,4621800,5756777,5756777
2006,91.9,Yao Ming,HOU,6,27,41,16,25.9,9.4,2.1,0.4,2.2,3.8,60.1,0.0,0.004,33.2,20.0,4,1,1,106,Houston Rockets, C,5594906,6968849,6968849
2006,91.9,Ray Allen,SEA,14,31,41,13,25.5,4.2,3.9,1.4,0.3,2.5,57.5,2.8,0.001,27.1,13.6,6,1,1,26,Seattle SuperSonics, SG,13223140,16470352,16470352
2006,91.9,Vince Carter,NJN,6,40,40,20,25.0,5.9,4.2,1.1,0.4,2.5,55.1,2.0,0.003,29.4,14.3,7,1,1,22,New Jersey Nets, G,13843156,17242625,17242625
2006,91.9,Dirk Nowitzki,DAL,1,41,42,33,24.9,9.5,3.1,0.7,0.7,2.2,61.1,1.0,0.003,28.0,20.8,5,1,1,20,Dallas Mavericks, F,13843156,17242625,17242625
2006,91.9,Joe Johnson,ATL,13,34,38,12,24.7,3.9,3.9,1.2,0.1,3.2,57.0,2.2,0.002,27.9,14.3,0,0,1,29,Atlanta Hawks, G,12000000,14946845,14946845
2006,91.9,Richard Hamilton,DET,3,37,39,22,22.9,4.2,3.7,1.0,0.3,2.1,54.9,0.6,0.003,28.2,12.7,1,1,1,60,Detroit Pistons, SG,8125000,10120259,10120259
2006,91.9,Tracy McGrady,HOU,6,33,41,23,22.8,5.5,6.4,1.1,0.6,3.0,50.6,1.7,0.004,32.0,15.3,6,1,1,12,Houston Rockets, SG,15694250,19548293,19548293
2006,91.9,Carlos Boozer,UTA,4,41,41,27,22.2,12.0,3.2,1.0,0.3,2.8,59.2,0.0,0.002,25.8,18.0,0,0,1,33,Utah Jazz, PF,11260483,14025724,14025724
2006,91.9,Kevin Garnett,MIN,8,38,39,20,22.2,12.8,4.3,1.2,2.0,2.7,54.7,0.2,0.003,27.1,19.8,9,1,1,3,Minnesota Timberwolves, PF,18000000,22420267,22420267
2006,91.9,Chris Bosh,TOR,8,29,41,13,21.7,11.3,2.1,0.5,1.3,3.0,56.3,0.2,0.002,26.9,15.5,1,1,1,179,Toronto Raptors, PF,3348000,4170169,4170169
2006,91.9,Caron Butler,WAS,1,40,40,24,21.0,8.1,4.1,2.0,0.3,3.0,56.3,0.4,0.002,22.9,13.0,0,0,1,223,Washington Wizards, SF,2461617,3066117,3066117
2006,91.9,Tim Duncan,SAS,3,42,42,29,19.8,10.5,3.3,0.7,2.1,2.9,57.0,0.0,0.004,27.7,18.3,8,1,1,9,San Antonio Spurs, C,15845157,19736259,19736259
2006,91.9,Josh Howard,DAL,1,34,42,27,19.8,7.2,2.0,1.3,1.0,1.7,55.8,1.5,0.003,25.1,14.8,0,0,1,334,Dallas Mavericks, SF,923880,1150757,1150757
2006,91.9,Jermaine O'Neal,IND,6,35,40,18,19.3,10.4,2.9,0.7,3.1,2.8,51.9,0.0,0.003,26.7,15.9,5,1,1,7,Indiana Pacers, C,16440000,20477177,20477177
2006,91.9,Steve Nash,PHX,2,38,40,31,19.3,3.2,11.5,0.8,0.1,3.6,66.3,2.6,0.003,22.1,16.5,4,1,1,45,Phoenix Suns, PG,9625000,11988615,11988615
2006,91.9,Tony Parker,SAS,3,41,42,28,19.1,3.3,5.6,1.0,0.1,2.6,57.3,0.3,0.004,27.2,16.1,1,1,1,54,San Antonio Spurs, G,8400000,10462791,10462791
2006,91.9,Shawn Marion,PHX,2,40,40,32,18.8,9.9,1.8,2.1,1.5,1.6,59.2,1.2,0.003,20.0,14.2,3,1,1,25,Phoenix Suns, SG,13700000,17064314,17064314
2006,91.9,Amar'e Stoudemire,PHX,2,40,40,32,18.5,9.1,0.7,0.8,1.5,2.4,65.6,0.0,0.003,23.9,14.5,1,0,1,212,Phoenix Suns, C,2589023,3224810,3224810
2006,91.9,Chauncey Billups,DET,3,31,39,20,18.1,3.4,8.0,1.3,0.4,2.2,60.5,2.0,0.003,21.1,15.4,1,1,1,101,Detroit Pistons, PG,5909800,7361072,7361072
